User,Tweet Count,Tweet Text,Date,Compound,Positive,Neutral,Negative
@CBS,28,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",2018-01-31 16:37:17+00:00,0.4588,0.188,0.0,0.812
@CBS,29,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,2018-01-31 06:55:30+00:00,0.1779,0.126,0.095,0.779
@CBS,30,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",2018-01-31 02:15:16+00:00,-0.2263,0.179,0.252,0.569
@CBS,31,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",2018-01-31 01:58:40+00:00,-0.4767,0.0,0.256,0.744
@CBS,32,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",2018-01-31 01:52:46+00:00,0.4939,0.256,0.119,0.625
@CBS,33,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",2018-01-31 01:49:43+00:00,0.5093,0.19,0.0,0.81
@CBS,34,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,2018-01-31 01:31:27+00:00,0.8261,0.434,0.0,0.566
@CBS,35,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,2018-01-31 01:29:10+00:00,0.8309,0.414,0.0,0.586
@CBS,36,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,2018-01-31 01:24:16+00:00,0.6588,0.386,0.0,0.614
@CBS,37,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,2018-01-31 01:18:37+00:00,-0.5106,0.0,0.398,0.602
@CBS,38,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,2018-01-31 01:17:37+00:00,0.0,0.0,0.0,1.0
@CBS,39,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,2018-01-31 01:16:15+00:00,0.7525,0.349,0.0,0.651
@CBS,40,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on ?,2018-01-31 01:08:01+00:00,0.0,0.0,0.0,1.0
@CBS,41,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,2018-01-31 01:04:34+00:00,0.8516,0.58,0.0,0.42
@CBS,42,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,2018-01-31 01:00:35+00:00,0.8442,0.351,0.0,0.649
@CBS,43,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd,2018-01-31 00:55:04+00:00,0.923,0.406,0.0,0.594
@CBS,44,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg",2018-01-31 00:37:20+00:00,0.5994,0.206,0.0,0.794
@CBS,45,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5",2018-01-31 00:11:53+00:00,0.8834,0.407,0.0,0.593
@CBS,46,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98,2018-01-30 23:35:01+00:00,0.8553,0.276,0.0,0.724
@CBS,47,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN,2018-01-30 21:19:22+00:00,0.8553,0.306,0.0,0.694
@CBS,48,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5",2018-01-30 18:46:04+00:00,0.9215,0.391,0.0,0.609
@CBS,49,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli,2018-01-30 16:00:02+00:00,0.0,0.0,0.0,1.0
@CBS,50,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN",2018-01-30 04:03:31+00:00,0.5994,0.187,0.0,0.813
@CBS,51,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN,2018-01-30 03:17:51+00:00,0.6908,0.289,0.0,0.711
@CBS,52,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6,2018-01-30 02:12:15+00:00,0.0,0.0,0.0,1.0
@CBS,53,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22,2018-01-30 01:29:06+00:00,-0.296,0.0,0.115,0.885
@CBS,54,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR,2018-01-30 00:11:05+00:00,0.0,0.0,0.0,1.0
@CBS,55,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu,2018-01-29 22:45:21+00:00,0.3818,0.115,0.0,0.885
@CBS,56,Check out these photos of the night's best backstage moments you didn't see on TV! Here's what you missed at The 60… https://t.co/6TBI8NV8JJ,2018-01-29 22:10:15+00:00,0.5093,0.162,0.079,0.758
@CBS,57,The dapper duo of @itstonybennett and @johnlegend brought down the #GRAMMYs house with an impromptu duet.… https://t.co/ucRrAFk59f,2018-01-29 20:00:04+00:00,0.0,0.0,0.0,1.0
@CBS,58,?@BrunoMars worked his 24K Magic to become the night's biggest winner. See his #GRAMMYs acceptance speech for Album… https://t.co/dXzjWH0myx,2018-01-29 19:00:05+00:00,0.7783,0.286,0.0,0.714
@CBS,59,When your win at The #GRAMMYs feels like 24K Magic! Congratulations to @BrunoMars for taking home six awards this y… https://t.co/UhWCE8OKfK,2018-01-29 18:00:02+00:00,0.9259,0.442,0.0,0.558
@CBS,60,?@LadyGaga's stripped-down performance soared on the #GRAMMYs stage. See all the night's performances here:… https://t.co/Dw6xSzeeGC,2018-01-29 17:15:04+00:00,0.0,0.0,0.0,1.0
@CBS,61,"Relive epic GRAMMY rock performances from @Metallica, @beck, @coldplay and more on @AppleMusic. Start your free tri… https://t.co/xmkaZGjlMM",2018-01-29 16:00:05+00:00,0.5106,0.163,0.0,0.837
@CBS,62,"The #GRAMMYs were full of emotional performances, stirring speeches, and jaw-dropping fashion. See all the red carp… https://t.co/yqpOW9tWm3",2018-01-29 15:00:03+00:00,0.1531,0.086,0.0,0.914
@CBS,63,Watch @BrunoMars and @iamcardib pull out all the stops at the #GRAMMYs for their fun and funky duet of 'Finesse.'… https://t.co/z1ZTosotw9,2018-01-29 14:00:02+00:00,0.3182,0.136,0.123,0.741
@CBS,64,"With his powerful single 'Pray,"" @samsmithworld captivated the #GRAMMYs crowd. Watch the full performance:… https://t.co/159qGVFyxW",2018-01-29 13:00:01+00:00,0.6597,0.293,0.0,0.707
@CBS,65,Music's biggest stars came together for a night of celebration and song at the The 60th Annual #GRAMMYs! Stream the… https://t.co/flFIflTQ5s,2018-01-29 12:00:03+00:00,0.0,0.0,0.0,1.0
@CBS,66,The stage was packed with star power from start to finish on Music's Biggest Night®! Catch up on all the live perfo… https://t.co/Mzqp82FiUS,2018-01-29 08:18:18+00:00,0.0,0.0,0.0,1.0
@CBS,67,See who won big on Music's Biggest Night®?: https://t.co/yyb8bwMqEx #GRAMMYs https://t.co/OgV3UcK3jw,2018-01-29 07:40:26+00:00,0.5719,0.27,0.0,0.73
@CBS,68,Get ready to sing along as @eltonofficial and @MileyCyrus deliver an unforgettable rendition of the iconic song 'Ti… https://t.co/upVo9SZUCh,2018-01-29 07:25:04+00:00,0.3612,0.122,0.0,0.878
@CBS,69,"See @littlebigtown belt out a heartfelt version of their hit song 'Better Man,' written by @taylorswift13:… https://t.co/mQJZ4lIOtZ",2018-01-29 07:01:01+00:00,0.7506,0.314,0.0,0.686
@CBS,70,See @U2's intense #GRAMMYs performance in front of the majestic Statue of Liberty: https://t.co/Y1ZhzDYPdt https://t.co/SOf9kpMHOq,2018-01-29 06:15:02+00:00,0.5719,0.266,0.0,0.734
@CBS,71,"Relive @LuisFonsi, @daddy_yankee, and @zuleyka_rivera's electric performance of 'Despacito' that lit up the… https://t.co/9m1mytX9VW",2018-01-29 05:34:44+00:00,0.0,0.0,0.0,1.0
@CBS,72,We caught up with @imjmichaels on the #GRAMMYs red carpet and learned all about how @IBM is using Watson and AI to… https://t.co/sJpn44xPnV,2018-01-29 04:19:55+00:00,0.0,0.0,0.0,1.0
@CBS,73,"It was real y'all. Congratulations to everyone who won and all who were nominated. Finally, thank you to everyone w… https://t.co/jqBkGTtEyM",2018-01-29 04:12:46+00:00,0.8779,0.359,0.0,0.641
@CBS,74,Drippin' in finesse ? @BrunoMars wins Album Of The Year at The #GRAMMYs! See all of the winners here:… https://t.co/BK4bF9ggSI,2018-01-29 04:10:47+00:00,0.7959,0.294,0.0,0.706
@CBS,75,That. Performance. Wow. #GRAMMYs https://t.co/rDg37rzQvn,2018-01-29 03:58:49+00:00,0.5859,0.487,0.0,0.513
@CBS,76,"RT @CBSNews: ""My father, if you are watching this dad, I love you. Look at me, pop, look at me, I'm at the #Grammys right now!"" @BrunoMars…",2018-01-29 03:55:24+00:00,0.6696,0.152,0.0,0.848
@CBS,77,"RT @CBSNews: .@HillaryClinton makes an appearance at #Grammys during a reading of ""Fire and Fury."" The book details President Trump's first…",2018-01-29 03:55:20+00:00,-0.34,0.0,0.112,0.888
@CBS,78,You don't want to miss a moment of The #GRAMMYs. Watch now on CBS and CBS All Access: https://t.co/rtZ7sSGFOC https://t.co/oVvgF0CNLr,2018-01-29 03:53:06+00:00,0.0572,0.073,0.062,0.864
@CBS,79,"RT @TheSaraNoH: Thank you @RecordingAcad for helping to keep music in schools! 

#GRAMMYs",2018-01-29 03:50:25+00:00,0.6114,0.312,0.0,0.688
@CBS,80,RT @pawprintedzoe: Music is a beautiful thing #Grammys,2018-01-29 03:49:19+00:00,0.5994,0.394,0.0,0.606
@CBS,81,What was your favorite #GRAMMY moment from tonight? https://t.co/x3q4ZhltV9,2018-01-29 03:46:27+00:00,0.4588,0.273,0.0,0.727
@CBS,82,24K Magic is in the air at the 60th Annual #GRAMMYs! @BrunoMars wins Record Of The Year! See all of the winners her… https://t.co/jGaqsvQt7W,2018-01-29 03:45:43+00:00,0.8118,0.251,0.0,0.749
@CBS,83,RT @CBSTweet: Cute family alert! @pink ? #GRAMMYs https://t.co/isveVC8aoJ,2018-01-29 03:37:35+00:00,0.6696,0.478,0.0,0.522
@CBS,84,"Slay all day, @sza! #GRAMMYs https://t.co/h1oCVMZE55",2018-01-29 03:37:27+00:00,0.0,0.0,0.0,1.0
@CBS,85,CBS Stars @shemarmoore from @swatcbs and @TheRealEve from @TheTalkCBS charming the crowd at The 60th Annual #GRAMMYs https://t.co/HLnRBE2rFW,2018-01-29 03:34:36+00:00,0.5859,0.183,0.0,0.817
@CBS,86,"RT @Jordan_Roth: And THAT is how it’s done, kids. #Patti #GRAMMYs",2018-01-29 03:27:04+00:00,0.0,0.0,0.0,1.0
@CBS,87,??? https://t.co/VZB0QEbajw,2018-01-29 03:25:53+00:00,0.0,0.0,0.0,1.0
@CBS,88,RT @AnnaKendrick47: Punish me with those vocals @BenSPLATT ? #GRAMMYs,2018-01-29 03:25:26+00:00,-0.5267,0.0,0.298,0.702
@CBS,89,"Blue Ivy doesn't wanna miss a minute of the action. ? 

Watch The #GRAMMYs now on CBS and CBS All Access:… https://t.co/26zRlvLKgl",2018-01-29 03:24:02+00:00,0.1139,0.071,0.0,0.929
@CBS,90,The #GRAMMYs is a family affair...or is it? https://t.co/ohPdzp8jIZ,2018-01-29 03:20:49+00:00,0.0,0.0,0.0,1.0
@CBS,91,Generations of icons come together on the #GRAMMY stage. See all of the performances from The 60th Annual #GRAMMYs… https://t.co/amGC0Lu4Di,2018-01-29 03:12:26+00:00,0.0,0.0,0.0,1.0
@CBS,92,"RT @nictothemarie: wow
wow
wow
wow
wow
wow
wow
wow
@eltonjohn @mileycyrus
having a heart EXPLOSION
#grammys",2018-01-29 03:06:30+00:00,0.9854,0.792,0.0,0.208
@CBS,93,RT @FunnyManShaun: Elton John with the Liberace swag #GRAMMYs,2018-01-29 03:06:26+00:00,0.0,0.0,0.0,1.0
@CBS,94,RT @BlueBloods_CBS: Lookin' good @DonnieWahlberg ? #GRAMMYs https://t.co/7FftMSU7Do,2018-01-29 03:04:50+00:00,0.4404,0.326,0.0,0.674
@CBS,95,That's what we like! @BrunoMars wins the #GRAMMY for Song of the Year. See all of The 60th Annual #GRAMMYs winners… https://t.co/op6rSMuOzv,2018-01-29 03:02:43+00:00,0.7574,0.245,0.0,0.755
@CBS,96,RT if you're crying like @HaileeSteinfeld after that moving @KeshaRose + @cyndilauper + @Camila_Cabello +… https://t.co/9qnQrhpiXy,2018-01-29 02:49:24+00:00,-0.1531,0.142,0.176,0.682
@CBS,97,RT @KathyLynn904: That’s was absolutely beautiful and powerful thank you @KeshaRose and all the ladies who joined her unbelievable #GRAMMYS,2018-01-29 02:45:57+00:00,0.8899,0.419,0.0,0.581
@CBS,98,RT @naptural_mae: I have so much admiration for Kesha #GRAMMYs,2018-01-29 02:40:59+00:00,0.5829,0.321,0.0,0.679
@CNN,0,The most interesting part of the Nunes memo? Trump's reaction | Analysis by @CillizzaCNN https://t.co/6KtS7YS3ZH https://t.co/eb8MThp3yb,2018-02-03 01:11:08+00:00,0.4576,0.176,0.0,0.824
@CNN,1,Republicans convening for their national party meeting in Washington struck notes of cautious optimism about the mi… https://t.co/nRp0MlIzAD,2018-02-03 01:01:04+00:00,0.5859,0.263,0.144,0.593
@CNN,2,The Office of Government Ethics unofficially OKs an outside legal defense fund for White House staffers… https://t.co/qYEycKQZM8,2018-02-03 00:51:04+00:00,0.25,0.167,0.0,0.833
@CNN,3,An EMT saved this man's life when he was a baby. He was reunited with that man at his EMT graduation.… https://t.co/3FGY1vNblh,2018-02-03 00:45:17+00:00,0.4215,0.123,0.0,0.877
@CNN,4,"Heading into Sunday's Super Bowl, there isn't much Patriots and Eagles fans can agree on -- except when it comes to… https://t.co/esWJ7rpgZd",2018-02-03 00:34:06+00:00,0.7506,0.242,0.0,0.758
@CNN,5,"Thousands of stone tools dating back as far as 385,000 years, uncovered in India, suggest humans might have migrate… https://t.co/BF9LDHTafT",2018-02-03 00:30:00+00:00,0.0,0.0,0.0,1.0
@CNN,6,"The Federal Reserve said it will restrict Wells Fargo's growth in light of ""widespread consumer abuses,"" including… https://t.co/vrtDTdoqIG",2018-02-03 00:13:58+00:00,0.25,0.207,0.117,0.676
@CNN,7,"Republican Rep. Hurd, former CIA officer: ”I also don't believe there's anything in this Republican memo that's exp… https://t.co/P09yQu17Ox",2018-02-03 00:04:03+00:00,0.0,0.0,0.0,1.0
@CNN,8,A cell phone radiation study finds more questions than answers https://t.co/klNKxr3T1q https://t.co/O9xglO1JfN,2018-02-02 23:51:01+00:00,0.0,0.0,0.0,1.0
@CNN,9,Planning to attend the Super Bowl? Tickets prices on StubHub are up 31% over last year -- the cheapest ones left co… https://t.co/j0KG5a2Icw,2018-02-02 23:41:07+00:00,0.5994,0.151,0.0,0.849
@CNN,10,Mike Pence's home state can now require Medicaid recipients to work https://t.co/ovHGvlIdaU https://t.co/7wtvn946OQ,2018-02-02 23:41:07+00:00,0.0,0.0,0.0,1.0
@CNN,11,How to talk about the 2018 Super Bowl if you don't know what to talk about https://t.co/GXeOlora8A https://t.co/2Ybu063hHn,2018-02-02 23:36:03+00:00,0.5994,0.187,0.0,0.813
@CNN,12,"The Dow dropped 666 points, capping the worst week in two years. Here's a look at what's going on.

1. Concerns the… https://t.co/tkdcHFowmo",2018-02-02 23:29:41+00:00,-0.6249,0.0,0.163,0.837
@CNN,13,Key points from the Nunes memo appeared to have been released to news outlets friendly to the White House before be… https://t.co/F80ucWnzpS,2018-02-02 23:20:43+00:00,0.4939,0.132,0.0,0.868
@CNN,14,"Former CIA counterterrorism official Phil Mudd: The FBI people ""are ticked"" and they'll be saying of Trump, “You’ve… https://t.co/wZ5KaXSGdt",2018-02-02 23:14:12+00:00,-0.4215,0.0,0.135,0.865
@CNN,15,"President Trump threatens to cut off aid to countries that don't stop drugs coming into the United States, saying ""… https://t.co/IyGF4v6yY6",2018-02-02 23:11:04+00:00,-0.0031,0.178,0.178,0.644
@CNN,16,FBI Director Christopher Wray addressed FBI employees in an internal video and said he knows it's a tough time and… https://t.co/OKym0P1UzD,2018-02-02 23:06:04+00:00,-0.128,0.0,0.073,0.927
@CNN,17,"RT @CNNSitRoom: Democratic Rep. Adam Schiff says if the Intelligence Committee ""was seriously interested in oversight,"" they would have bro…",2018-02-02 22:54:16+00:00,0.6249,0.237,0.069,0.694
@CNN,18,"Rep. Adam Schiff: If President Trump fires Rod Rosenstein or Robert Mueller, ""to me that would be a very definite p… https://t.co/9DLA02VhQq",2018-02-02 22:52:41+00:00,0.3384,0.107,0.0,0.893
@CNN,19,Rep. Adam Schiff says the Nunes memo “cherry-picks” information and is “deeply misleading and factually inaccurate”… https://t.co/tz5PdLHcOU,2018-02-02 22:50:42+00:00,-0.4019,0.0,0.144,0.856
@CNN,20,The most interesting part of the Nunes memo? Trump's reaction | Analysis by @CillizzaCNN https://t.co/6KtS7YS3ZH https://t.co/eb8MThp3yb,2018-02-03 01:11:08+00:00,0.4576,0.176,0.0,0.824
@CNN,21,Republicans convening for their national party meeting in Washington struck notes of cautious optimism about the mi… https://t.co/nRp0MlIzAD,2018-02-03 01:01:04+00:00,0.5859,0.263,0.144,0.593
@CNN,22,The Office of Government Ethics unofficially OKs an outside legal defense fund for White House staffers… https://t.co/qYEycKQZM8,2018-02-03 00:51:04+00:00,0.25,0.167,0.0,0.833
@CNN,23,An EMT saved this man's life when he was a baby. He was reunited with that man at his EMT graduation.… https://t.co/3FGY1vNblh,2018-02-03 00:45:17+00:00,0.4215,0.123,0.0,0.877
@CNN,24,"Heading into Sunday's Super Bowl, there isn't much Patriots and Eagles fans can agree on -- except when it comes to… https://t.co/esWJ7rpgZd",2018-02-03 00:34:06+00:00,0.7506,0.242,0.0,0.758
@CNN,25,"Thousands of stone tools dating back as far as 385,000 years, uncovered in India, suggest humans might have migrate… https://t.co/BF9LDHTafT",2018-02-03 00:30:00+00:00,0.0,0.0,0.0,1.0
@CNN,26,"The Federal Reserve said it will restrict Wells Fargo's growth in light of ""widespread consumer abuses,"" including… https://t.co/vrtDTdoqIG",2018-02-03 00:13:58+00:00,0.25,0.207,0.117,0.676
@CNN,27,"Republican Rep. Hurd, former CIA officer: ”I also don't believe there's anything in this Republican memo that's exp… https://t.co/P09yQu17Ox",2018-02-03 00:04:03+00:00,0.0,0.0,0.0,1.0
@CNN,28,A cell phone radiation study finds more questions than answers https://t.co/klNKxr3T1q https://t.co/O9xglO1JfN,2018-02-02 23:51:01+00:00,0.0,0.0,0.0,1.0
@CNN,29,Planning to attend the Super Bowl? Tickets prices on StubHub are up 31% over last year -- the cheapest ones left co… https://t.co/j0KG5a2Icw,2018-02-02 23:41:07+00:00,0.5994,0.151,0.0,0.849
@CNN,30,Mike Pence's home state can now require Medicaid recipients to work https://t.co/ovHGvlIdaU https://t.co/7wtvn946OQ,2018-02-02 23:41:07+00:00,0.0,0.0,0.0,1.0
@CNN,31,How to talk about the 2018 Super Bowl if you don't know what to talk about https://t.co/GXeOlora8A https://t.co/2Ybu063hHn,2018-02-02 23:36:03+00:00,0.5994,0.187,0.0,0.813
@CNN,32,"The Dow dropped 666 points, capping the worst week in two years. Here's a look at what's going on.

1. Concerns the… https://t.co/tkdcHFowmo",2018-02-02 23:29:41+00:00,-0.6249,0.0,0.163,0.837
@CNN,33,Key points from the Nunes memo appeared to have been released to news outlets friendly to the White House before be… https://t.co/F80ucWnzpS,2018-02-02 23:20:43+00:00,0.4939,0.132,0.0,0.868
@CNN,34,"Former CIA counterterrorism official Phil Mudd: The FBI people ""are ticked"" and they'll be saying of Trump, “You’ve… https://t.co/wZ5KaXSGdt",2018-02-02 23:14:12+00:00,-0.4215,0.0,0.135,0.865
@CNN,35,"President Trump threatens to cut off aid to countries that don't stop drugs coming into the United States, saying ""… https://t.co/IyGF4v6yY6",2018-02-02 23:11:04+00:00,-0.0031,0.178,0.178,0.644
@CNN,36,FBI Director Christopher Wray addressed FBI employees in an internal video and said he knows it's a tough time and… https://t.co/OKym0P1UzD,2018-02-02 23:06:04+00:00,-0.128,0.0,0.073,0.927
@CNN,37,"RT @CNNSitRoom: Democratic Rep. Adam Schiff says if the Intelligence Committee ""was seriously interested in oversight,"" they would have bro…",2018-02-02 22:54:16+00:00,0.6249,0.237,0.069,0.694
@CNN,38,"Rep. Adam Schiff: If President Trump fires Rod Rosenstein or Robert Mueller, ""to me that would be a very definite p… https://t.co/9DLA02VhQq",2018-02-02 22:52:41+00:00,0.3384,0.107,0.0,0.893
@CNN,39,Rep. Adam Schiff says the Nunes memo “cherry-picks” information and is “deeply misleading and factually inaccurate”… https://t.co/tz5PdLHcOU,2018-02-02 22:50:42+00:00,-0.4019,0.0,0.144,0.856
@CNN,40,RT @CNNPolitics: Schiff on the release of the GOP-Nunes memo: “This is a horrible abuse of our committee process and an abuse of classified…,2018-02-02 22:47:06+00:00,-0.9169,0.0,0.373,0.627
@CNN,41,"CNN legal analyst Jeffrey Toobin on the Nunes memo: ""It is an embarrassment to the United States Congress. It is pa… https://t.co/pYYR7Kn3B4",2018-02-02 22:38:45+00:00,0.1027,0.164,0.111,0.725
@CNN,42,It was the second most criminal act of the 1970s -- and it was done by a bunch of wannabe radicals. Listen here to… https://t.co/7r5ms4xr1p,2018-02-02 22:27:04+00:00,-0.5709,0.0,0.138,0.862
@CNN,43,"Rep. Swalwell on Nunes memo: If they were willing to be so reckless with classified information, why didn't they re… https://t.co/n8di4e70kh",2018-02-02 22:26:51+00:00,-0.541,0.0,0.149,0.851
@CNN,44,YouTube will now add a label to videos that come from state-funded media outlets https://t.co/IZv7zoneYd https://t.co/hgelkQhnmv,2018-02-02 22:26:09+00:00,0.0,0.0,0.0,1.0
@CNN,45,"RT @TheLeadCNN: Democratic Rep. Swalwell states that his party's memo ""rebuts point-by-point the falsities [Republicans] put forward. But i…",2018-02-02 22:22:30+00:00,0.0,0.0,0.0,1.0
@CNN,46,What the Nunes memo actually proves (Not much) | Analysis by @CillizzaCNN https://t.co/DF9cBsWauh https://t.co/3ZBMPhXazm,2018-02-02 22:21:03+00:00,0.0,0.0,0.0,1.0
@CNN,47,The nasty flu season is costing businesses billions https://t.co/aUljZQDSGV https://t.co/pDAS9fmBJB,2018-02-02 22:16:09+00:00,-0.7351,0.0,0.437,0.563
@CNN,48,"Apple's stock fell more than 4%, pushing into correction territory. The company released strong earnings results on… https://t.co/87bgr7c871",2018-02-02 22:10:08+00:00,0.5106,0.163,0.0,0.837
@CNN,49,Arizona Senate candidate Joe Arpaio says he was unaware that he granted an interview to an anti-Semitic publication… https://t.co/1FV3sGjS4m,2018-02-02 22:00:48+00:00,0.0516,0.096,0.087,0.817
@CNN,50,"President Trump tells RNC members he'll campaign for Dean Heller in Nevada, and says he'll visit other states https://t.co/LV9r4KP6Sw",2018-02-02 21:56:48+00:00,0.0,0.0,0.0,1.0
@CNN,51,"""I think this is an absolute disgrace. I think this is a dark day in American history."" Jeffrey Toobin says the Nun… https://t.co/BVMySdDBva",2018-02-02 21:42:18+00:00,-0.4939,0.0,0.138,0.862
@CNN,52,"RT @CNNnewsroom: ""What we are seeing here is a demagogic, authoritarian president who is using this red herring to contend that there is a…",2018-02-02 21:39:31+00:00,0.0516,0.052,0.0,0.948
@CNN,53,"""I think it's disgusting, I think it's pathetic. ... This is a fabricated, manufactured, hack partisan sideshow cir… https://t.co/GHxITxlMeT",2018-02-02 21:38:47+00:00,-0.7964,0.0,0.321,0.679
@CNN,54,The Labor Department reported the biggest hourly pay increase in eight years in Friday's jobs report. The data show… https://t.co/G4pE9Je3Pe,2018-02-02 21:32:09+00:00,0.2263,0.106,0.065,0.829
